Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.203907,0,0.359375,0.452872,0.0781163,0.0884681,1.40942
0.20488,0,0.339844,0.325671,0.0785148,0.0888807,0.958466
0.205898,0,0.390625,0.603529,0.079002,0.0893126,2.04163
0.206831,0,0.335938,0.529554,0.0794448,0.0897084,1.54059
0.20783,0,0.382812,0.394234,0.0797991,0.0901316,1.30695
0.208842,0,0.355469,0.246283,0.0801976,0.0905606,0.758148
0.209876,0,0.414062,0.44746,0.080729,0.0909984,1.60449
0.210836,0,0.332031,0.492566,0.0811276,0.091405,1.41632
0.211776,0,0.367188,0.360855,0.0814819,0.0918026,1.14746
0.212765,0,0.40625,0.390625,0.081969,0.0922212,1.37427
0.213884,0,0.359375,0.331986,0.0824561,0.0926943,1.0332
0.214869,0,0.410156,0.318454,0.0828546,0.0931112,1.13113
0.215816,0,0.378906,0.308531,0.0832089,0.0935113,1.01239
0.216821,0,0.40625,0.533163,0.083696,0.0939359,1.87573
0.217818,0,0.328125,0.283271,0.0840503,0.0943573,0.804932
0.21882,0,0.414062,0.524141,0.0844931,0.0947802,1.87946
0.219781,0,0.394531,0.272445,0.0848474,0.0951857,0.930847
0.220792,0,0.417969,0.37168,0.0852902,0.0956122,1.34534
0.221754,0,0.304688,0.250794,0.0856888,0.096018,0.661743
0.222754,0,0.363281,0.393331,0.0861316,0.0964397,1.23743
0.223852,0,0.378906,0.321161,0.0866188,0.0969024,1.05383
0.224846,0,0.449219,0.362659,0.0870173,0.0973215,1.41083
0.225811,0,0.417969,0.509707,0.0874601,0.097728,1.84494
0.226733,0,0.335938,0.356344,0.0878144,0.0981159,1.03668
0.227738,0,0.335938,0.32928,0.0882572,0.0985391,0.957947
0.22876,0,0.386719,0.372582,0.0886558,0.0989692,1.24777
0.229758,0,0.40625,0.249892,0.0890544,0.0993887,0.87915
0.230757,0,0.382812,0.580976,0.0895415,0.0998087,1.92603
0.231747,0,0.453125,0.336497,0.0898957,0.100225,1.32043
0.232775,0,0.371094,0.413178,0.0903386,0.100657,1.32782
0.233783,0,0.425781,0.461894,0.0907814,0.10108,1.70312
0.234829,0,0.375,0.567444,0.0912242,0.101519,1.84277
0.239557,0,0.214844,0.347322,0.0931727,0.103502,0.64621
0.240813,0,0.367188,0.232751,0.0940141,0.104028,0.740112
0.242778,0,0.488281,0.309433,0.0944127,0.10485,1.30844
0.243739,0,0.527344,0.332888,0.0947669,0.105252,1.52023
0.244777,0,0.425781,0.373484,0.0952098,0.105686,1.37714
0.245772,0,0.4375,0.444753,0.0956083,0.106102,1.68506
0.24679,0,0.433594,0.388821,0.0960069,0.106527,1.45999
0.247741,0,0.429688,0.299509,0.0963611,0.106925,1.1145
0.248776,0,0.414062,0.534065,0.0968483,0.107356,1.91504
0.249757,0,0.394531,0.516924,0.0972468,0.107766,1.76614
0.250815,0,0.449219,0.369876,0.0976454,0.108207,1.4389
0.251866,0,0.382812,0.507903,0.0981768,0.108645,1.68378
0.252781,0,0.386719,0.393331,0.0984868,0.109027,1.31726
0.25374,0,0.367188,0.493469,0.0989296,0.109426,1.56915
0.254737,0,0.40625,0.65044,0.0994167,0.109842,2.28833
0.255735,0,0.382812,0.368072,0.099771,0.110257,1.22021
0.256754,0,0.425781,0.377093,0.100214,0.110681,1.39044
0.257766,0,0.363281,0.276054,0.100657,0.111102,0.868469
0.258752,0,0.375,0.499783,0.101144,0.111512,1.62305
0.259799,0,0.375,0.427613,0.101587,0.111947,1.38867
0.260779,0,0.390625,0.55752,0.102029,0.112354,1.88599
0.261775,0,0.34375,0.423102,0.102428,0.112768,1.25952
0.262769,0,0.324219,0.27876,0.102827,0.11318,0.782684
0.263748,0,0.359375,0.496175,0.103314,0.113586,1.54419
0.264779,0,0.359375,0.491664,0.103757,0.114014,1.53015
0.265739,0,0.367188,0.525945,0.104199,0.114412,1.67242
0.266786,0,0.320312,0.405961,0.104642,0.114846,1.1261
0.267832,0,0.320312,0.321161,0.105085,0.115279,0.890869
0.268812,0,0.40625,0.391527,0.105528,0.115684,1.37744
0.269753,0,0.335938,0.389723,0.105926,0.116074,1.13379
0.270757,0,0.328125,0.393331,0.106369,0.116489,1.11768
0.271803,0,0.328125,0.534967,0.106856,0.116922,1.52014
0.272796,0,0.378906,0.387919,0.107211,0.117332,1.27289
0.273847,0,0.363281,0.377995,0.107653,0.117766,1.18918
0.274757,0,0.425781,0.37168,0.108008,0.118141,1.37048
0.275783,0,0.359375,0.280564,0.108451,0.118565,0.873169
